"protein__id","group","replicate","variable","value"
"P0ADR6","Impipenem","2","lqf",24.1611
"P0ADR6","Impipenem","3","lqf",24.4506
"P0ADR6","Ciprofloxacin","1","lqf",24.4218
"P0ADR6","Ciprofloxacin","2","lqf",23.8149
"P0ADR6","Ciprofloxacin","3","lqf",25.0494
"P0ADR6","Control","1","lqf",24.1762
"P0ADR6","Control","2","lqf",24.428
"P0ADR6","Control","3","lqf",23.9365
"P0ADS6","Ampicillin","1","lqf",28.5367
"P0ADS6","Ampicillin","2","lqf",28.8163
"P0ADS6","Ampicillin","3","lqf",28.9529
"P0ADS6","Cefotaxime","1","lqf",28.4167
"P0ADS6","Cefotaxime","2","lqf",28.6837
"P0ADS6","Cefotaxime","3","lqf",28.7296
"P0ADS6","Impipenem","1","lqf",27.698
"P0ADS6","Impipenem","2","lqf",27.9339
"P0ADS6","Impipenem","3","lqf",28.2043
"P0ADS6","Ciprofloxacin","1","lqf",28.3375
"P0ADS6","Ciprofloxacin","2","lqf",28.8551
"P0ADS6","Ciprofloxacin","3","lqf",28.3792
"P0ADS6","Control","1","lqf",28.3725
"P0ADS6","Control","2","lqf",28.0417
"P0ADS6","Control","3","lqf",28.6047
"P0ADT5","Ampicillin","1","lqf",25.8114
"P0ADT5","Ampicillin","2","lqf",26.2009
"P0ADT5","Ampicillin","3","lqf",24.5938
"P0ADT5","Cefotaxime","1","lqf",25.8246
"P0ADT5","Cefotaxime","2","lqf",25.1126
"P0ADT5","Cefotaxime","3","lqf",25.8801
"P0ADT5","Impipenem","1","lqf",26.7073
"P0ADT5","Impipenem","2","lqf",26.4617
"P0ADT5","Impipenem","3","lqf",26.6615
"P0ADT5","Ciprofloxacin","1","lqf",26.4635
"P0ADT5","Ciprofloxacin","2","lqf",26.1988
"P0ADT5","Ciprofloxacin","3","lqf",26.3924
"P0ADT5","Control","1","lqf",26.417
"P0ADT5","Control","2","lqf",25.916
"P0ADT5","Control","3","lqf",26.1413
"P0ADU2","Ampicillin","1","lqf",26.45
"P0ADU2","Ampicillin","2","lqf",25.6577
"P0ADU2","Ampicillin","3","lqf",23.8481
"P0ADU2","Cefotaxime","1","lqf",27.7421
"P0ADU2","Cefotaxime","2","lqf",27.0645
"P0ADU2","Cefotaxime","3","lqf",27.3863
"P0ADU2","Impipenem","1","lqf",26.5776
"P0ADU2","Impipenem","2","lqf",26.2878
"P0ADU2","Impipenem","3","lqf",27.2743
"P0ADU2","Ciprofloxacin","1","lqf",26.3968
"P0ADU2","Ciprofloxacin","2","lqf",25.7889
"P0ADU2","Ciprofloxacin","3","lqf",25.2598
"P0ADU2","Control","1","lqf",26.5647
"P0ADU2","Control","2","lqf",26.4881
"P0ADU2","Control","3","lqf",25.9444
"P0ADU5","Ampicillin","1","lqf",28.9651
"P0ADU5","Ampicillin","2","lqf",28.4027
"P0ADU5","Ampicillin","3","lqf",28.5343
"P0ADU5","Cefotaxime","1","lqf",29.0991
"P0ADU5","Cefotaxime","2","lqf",28.1324
"P0ADU5","Cefotaxime","3","lqf",29.5046
"P0ADU5","Impipenem","1","lqf",29.2121
"P0ADU5","Impipenem","2","lqf",28.8404
"P0ADU5","Impipenem","3","lqf",29.0414
"P0ADU5","Ciprofloxacin","1","lqf",27.915
"P0ADU5","Ciprofloxacin","2","lqf",28.9718
"P0ADU5","Ciprofloxacin","3","lqf",28.5409
"P0ADU5","Control","1","lqf",28.6214
"P0ADU5","Control","2","lqf",28.9915
"P0ADU5","Control","3","lqf",29.6552
"P0ADV7","Ampicillin","1","lqf",27.8206
"P0ADV7","Ampicillin","2","lqf",27.4689
"P0ADV7","Ampicillin","3","lqf",27.4255
"P0ADV7","Cefotaxime","1","lqf",27.3853
"P0ADV7","Cefotaxime","2","lqf",27.458
"P0ADV7","Cefotaxime","3","lqf",27.3763
"P0ADV7","Impipenem","1","lqf",28.1479
"P0ADV7","Impipenem","2","lqf",28.306
"P0ADV7","Impipenem","3","lqf",26.8553
"P0ADV7","Ciprofloxacin","1","lqf",27.7377
"P0ADV7","Ciprofloxacin","2","lqf",27.1051
"P0ADV7","Ciprofloxacin","3","lqf",26.2461
"P0ADV7","Control","1","lqf",27.7462
"P0ADV7","Control","2","lqf",28.1002
"P0ADV7","Control","3","lqf",28.0578
"P0ADW3","Ampicillin","1","lqf",24.3576
"P0ADW3","Ampicillin","2","lqf",25.7601
"P0ADW3","Ampicillin","3","lqf",25.4901
"P0ADW3","Cefotaxime","1","lqf",24.5434
"P0ADW3","Cefotaxime","2","lqf",25.6611
"P0ADW3","Cefotaxime","3","lqf",24.7795
"P0ADW3","Impipenem","1","lqf",25.1904
"P0ADW3","Impipenem","2","lqf",24.3323
"P0ADW3","Impipenem","3","lqf",25.6332
"P0ADW3","Ciprofloxacin","1","lqf",22.7217
"P0ADW3","Ciprofloxacin","2","lqf",25.5947
"P0ADW3","Ciprofloxacin","3","lqf",25.4982
"P0ADW3","Control","1","lqf",24.4136
"P0ADW3","Control","2","lqf",25.7585
"P0ADW3","Control","3","lqf",24.957
"P0ADX7","Ampicillin","1","lqf",24.9485
"P0ADX7","Ampicillin","2","lqf",24.6506
"P0ADX7","Ampicillin","3","lqf",27.358
"P0ADX7","Cefotaxime","1","lqf",25.5416
"P0ADX7","Cefotaxime","2","lqf",26.0175
"P0ADX7","Cefotaxime","3","lqf",26.1808
"P0ADX7","Impipenem","1","lqf",25.3347
"P0ADX7","Impipenem","2","lqf",26.9267
"P0ADX7","Impipenem","3","lqf",24.529
"P0ADX7","Ciprofloxacin","1","lqf",23.0683
"P0ADX7","Ciprofloxacin","2","lqf",23.564
"P0ADX7","Ciprofloxacin","3","lqf",24.3183
"P0ADX7","Control","1","lqf",24.4876
"P0ADX7","Control","2","lqf",26.1371
"P0ADX7","Control","3","lqf",26.1374
"P0ADY3","Ampicillin","1","lqf",28.5894
"P0ADY3","Ampicillin","2","lqf",28.9861
"P0ADY3","Ampicillin","3","lqf",29.1219
"P0ADY3","Cefotaxime","1","lqf",29.5175
"P0ADY3","Cefotaxime","2","lqf",28.0241
"P0ADY3","Cefotaxime","3","lqf",29.2746
"P0ADY3","Impipenem","1","lqf",29.3505
"P0ADY3","Impipenem","2","lqf",29.4245
"P0ADY3","Impipenem","3","lqf",28.9658
"P0ADY3","Ciprofloxacin","1","lqf",29.8657
"P0ADY3","Ciprofloxacin","2","lqf",29.3182
"P0ADY3","Ciprofloxacin","3","lqf",29.7023
"P0ADY3","Control","1","lqf",28.87
"P0ADY3","Control","2","lqf",29.4647
"P0ADY3","Control","3","lqf",29.3864
"P0ADY7","Ampicillin","1","lqf",31.0266
"P0ADY7","Ampicillin","2","lqf",30.8594
"P0ADY7","Ampicillin","3","lqf",31.1943
"P0ADY7","Cefotaxime","1","lqf",31.0969
"P0ADY7","Cefotaxime","2","lqf",31.695
"P0ADY7","Cefotaxime","3","lqf",31.6339
"P0ADY7","Impipenem","1","lqf",31.3402
"P0ADY7","Impipenem","2","lqf",30.7879
"P0ADY7","Impipenem","3","lqf",30.7266
"P0ADY7","Ciprofloxacin","1","lqf",31.5866
"P0ADY7","Ciprofloxacin","2","lqf",31.1107
"P0ADY7","Ciprofloxacin","3","lqf",30.8465
"P0ADY7","Control","1","lqf",31.1648
"P0ADY7","Control","2","lqf",30.4307
"P0ADY7","Control","3","lqf",30.9679
"P0ADZ0","Ampicillin","1","lqf",23.851
"P0ADZ0","Ampicillin","2","lqf",26.2383
"P0ADZ0","Ampicillin","3","lqf",28.1946
"P0ADZ0","Cefotaxime","1","lqf",26.7366
"P0ADZ0","Cefotaxime","2","lqf",27.3364
"P0ADZ0","Cefotaxime","3","lqf",27.0383
"P0ADZ0","Impipenem","1","lqf",25.9569
"P0ADZ0","Impipenem","2","lqf",26.5187
"P0ADZ0","Impipenem","3","lqf",26.0763
"P0ADZ0","Ciprofloxacin","1","lqf",26.8629
"P0ADZ0","Ciprofloxacin","2","lqf",26.8515
"P0ADZ0","Ciprofloxacin","3","lqf",26.556
"P0ADZ0","Control","1","lqf",26.8137
"P0ADZ0","Control","2","lqf",26.7348
"P0ADZ0","Control","3","lqf",26.4473
"P0ADZ4","Ampicillin","1","lqf",31.57
"P0ADZ4","Ampicillin","2","lqf",31.4025
"P0ADZ4","Ampicillin","3","lqf",32.1888
"P0ADZ4","Cefotaxime","1","lqf",31.6184
"P0ADZ4","Cefotaxime","2","lqf",31.9318
"P0ADZ4","Cefotaxime","3","lqf",31.8078
"P0ADZ4","Impipenem","1","lqf",31.4182
"P0ADZ4","Impipenem","2","lqf",31.205
"P0ADZ4","Impipenem","3","lqf",31.5339
"P0ADZ4","Ciprofloxacin","1","lqf",31.9739
"P0ADZ4","Ciprofloxacin","2","lqf",30.9196
"P0ADZ4","Ciprofloxacin","3","lqf",30.991
"P0ADZ4","Control","1","lqf",31.3514
"P0ADZ4","Control","2","lqf",31.2351
"P0ADZ4","Control","3","lqf",31.8207
"P0AE08","Ampicillin","1","lqf",33.9572
"P0AE08","Ampicillin","2","lqf",33.4777
"P0AE08","Ampicillin","3","lqf",33.5199
"P0AE08","Cefotaxime","1","lqf",33.5894
"P0AE08","Cefotaxime","2","lqf",33.6496
"P0AE08","Cefotaxime","3","lqf",33.6115
"P0AE08","Impipenem","1","lqf",33.8085
"P0AE08","Impipenem","2","lqf",33.8933
"P0AE08","Impipenem","3","lqf",33.3519
"P0AE08","Ciprofloxacin","1","lqf",33.4129
"P0AE08","Ciprofloxacin","2","lqf",34.2427
"P0AE08","Ciprofloxacin","3","lqf",34.5102
"P0AE08","Control","1","lqf",33.5728
"P0AE08","Control","2","lqf",33.5479
"P0AE08","Control","3","lqf",33.5951
"P0AE12","Ampicillin","1","lqf",27.0828
"P0AE12","Ampicillin","2","lqf",27.4221
"P0AE12","Ampicillin","3","lqf",26.7839
"P0AE12","Cefotaxime","1","lqf",26.9873
"P0AE12","Cefotaxime","2","lqf",26.337
"P0AE12","Cefotaxime","3","lqf",27.4814
"P0AE12","Impipenem","1","lqf",27.2574
"P0AE12","Impipenem","2","lqf",27.607
"P0AE12","Impipenem","3","lqf",27.3336
"P0AE12","Ciprofloxacin","1","lqf",27.1192
"P0AE12","Ciprofloxacin","2","lqf",27.3986
"P0AE12","Ciprofloxacin","3","lqf",27.5652
"P0AE12","Control","1","lqf",27.5859
"P0AE12","Control","2","lqf",27.3104
"P0AE12","Control","3","lqf",27.0345
"P0AE18","Ampicillin","1","lqf",28.0013
"P0AE18","Ampicillin","2","lqf",27.765
"P0AE18","Ampicillin","3","lqf",28.1612
"P0AE18","Cefotaxime","1","lqf",28.3169
"P0AE18","Cefotaxime","2","lqf",27.0289
"P0AE18","Cefotaxime","3","lqf",28.2429
"P0AE18","Impipenem","1","lqf",28.339
"P0AE18","Impipenem","2","lqf",28.3462
"P0AE18","Impipenem","3","lqf",28.0376
"P0AE18","Ciprofloxacin","1","lqf",28.9407
"P0AE18","Ciprofloxacin","2","lqf",28.7866
"P0AE18","Ciprofloxacin","3","lqf",28.8995
"P0AE18","Control","1","lqf",28.2195
"P0AE18","Control","2","lqf",28.7812
"P0AE18","Control","3","lqf",28.7344
"P0AE22","Ampicillin","1","lqf",27.6321
"P0AE22","Ampicillin","2","lqf",27.8303
"P0AE22","Ampicillin","3","lqf",28.2897
"P0AE22","Cefotaxime","1","lqf",28.1485
"P0AE22","Cefotaxime","2","lqf",28.4301
"P0AE22","Cefotaxime","3","lqf",27.6389
"P0AE22","Impipenem","1","lqf",27.4904
"P0AE22","Impipenem","2","lqf",26.6598
"P0AE22","Impipenem","3","lqf",27.6301
"P0AE22","Ciprofloxacin","1","lqf",28.9087
"P0AE22","Ciprofloxacin","2","lqf",28.6738
"P0AE22","Ciprofloxacin","3","lqf",28.5461
"P0AE22","Control","1","lqf",27.5325
"P0AE22","Control","2","lqf",27.1916
"P0AE22","Control","3","lqf",27.6009
"P0AE48","Ampicillin","1","lqf",27.0807
"P0AE48","Ampicillin","2","lqf",26.2901
"P0AE48","Ampicillin","3","lqf",25.4453
"P0AE48","Cefotaxime","1","lqf",26.7701
"P0AE48","Cefotaxime","2","lqf",25.1559
"P0AE48","Cefotaxime","3","lqf",26.7204
"P0AE48","Impipenem","1","lqf",25.8819
"P0AE48","Impipenem","2","lqf",26.2429
"P0AE48","Impipenem","3","lqf",24.5455
"P0AE48","Ciprofloxacin","1","lqf",26.4385
"P0AE48","Ciprofloxacin","2","lqf",26.7738
"P0AE48","Ciprofloxacin","3","lqf",24.3141
"P0AE48","Control","1","lqf",26.9614
"P0AE48","Control","2","lqf",23.6308
"P0AE48","Control","3","lqf",26.8024
"P0AE52","Ampicillin","1","lqf",29.0915
"P0AE52","Ampicillin","2","lqf",28.4155
"P0AE52","Ampicillin","3","lqf",28.7956
"P0AE52","Cefotaxime","1","lqf",29.0881
"P0AE52","Cefotaxime","2","lqf",29.1768
"P0AE52","Cefotaxime","3","lqf",29.6422
"P0AE52","Impipenem","1","lqf",29.2278
"P0AE52","Impipenem","2","lqf",29.1986
"P0AE52","Impipenem","3","lqf",29.16
"P0AE52","Ciprofloxacin","1","lqf",28.6965
"P0AE52","Ciprofloxacin","2","lqf",28.7335
"P0AE52","Ciprofloxacin","3","lqf",28.6676
"P0AE52","Control","1","lqf",29.2875
"P0AE52","Control","2","lqf",28.5544
"P0AE52","Control","3","lqf",28.88
"P0AE78","Ampicillin","1","lqf",24.6745
"P0AE78","Ampicillin","2","lqf",25.3746
"P0AE78","Ampicillin","3","lqf",25.2166
"P0AE78","Cefotaxime","1","lqf",25.8179
"P0AE78","Cefotaxime","2","lqf",26.2825
"P0AE78","Cefotaxime","3","lqf",26.3224
"P0AE78","Impipenem","1","lqf",26.9126
"P0AE78","Impipenem","2","lqf",26.2766
"P0AE78","Impipenem","3","lqf",26.5314
"P0AE78","Ciprofloxacin","1","lqf",25.7868
"P0AE78","Ciprofloxacin","2","lqf",26.0153
"P0AE78","Ciprofloxacin","3","lqf",25.5607
"P0AE78","Control","1","lqf",25.8197
"P0AE78","Control","2","lqf",26.6232
"P0AE78","Control","3","lqf",26.916
"P0AE85","Ampicillin","1","lqf",24.547
"P0AE85","Ampicillin","2","lqf",23.73
"P0AE85","Ampicillin","3","lqf",24.8394
"P0AE85","Cefotaxime","1","lqf",23.3553
"P0AE85","Cefotaxime","2","lqf",24.3369
"P0AE85","Cefotaxime","3","lqf",23.2504
"P0AE85","Impipenem","1","lqf",24.5659
"P0AE85","Impipenem","2","lqf",24.1119
"P0AE85","Impipenem","3","lqf",24.5419
"P0AE85","Ciprofloxacin","1","lqf",23.9069
"P0AE85","Ciprofloxacin","2","lqf",23.2617
"P0AE85","Ciprofloxacin","3","lqf",24.1517
"P0AE85","Control","1","lqf",24.0084
"P0AE85","Control","2","lqf",24.3634
"P0AE85","Control","3","lqf",23.9748
"P0AE88","Ampicillin","1","lqf",29.0461
"P0AE88","Ampicillin","2","lqf",28.868
"P0AE88","Ampicillin","3","lqf",28.6274
"P0AE88","Cefotaxime","1","lqf",28.4416
"P0AE88","Cefotaxime","2","lqf",28.8328
"P0AE88","Cefotaxime","3","lqf",28.2121
"P0AE88","Impipenem","1","lqf",29.219
"P0AE88","Impipenem","2","lqf",28.2932
"P0AE88","Impipenem","3","lqf",28.2069
"P0AE88","Ciprofloxacin","1","lqf",28.5454
"P0AE88","Ciprofloxacin","2","lqf",27.6984
"P0AE88","Ciprofloxacin","3","lqf",24.1988
"P0AE88","Control","1","lqf",28.9262
"P0AE88","Control","2","lqf",28.7259
"P0AE88","Control","3","lqf",28.9291
"P0AEB7","Ampicillin","1","lqf",28.0068
"P0AEB7","Ampicillin","2","lqf",27.4761
"P0AEB7","Ampicillin","3","lqf",27.0336
"P0AEB7","Cefotaxime","1","lqf",27.1652
"P0AEB7","Cefotaxime","2","lqf",27.0817
"P0AEB7","Cefotaxime","3","lqf",27.3042
"P0AEB7","Impipenem","1","lqf",27.1099
"P0AEB7","Impipenem","2","lqf",27.4065
"P0AEB7","Impipenem","3","lqf",27.8789
"P0AEB7","Ciprofloxacin","1","lqf",28.0796
"P0AEB7","Ciprofloxacin","2","lqf",28.0147
"P0AEB7","Ciprofloxacin","3","lqf",27.9838
"P0AEB7","Control","1","lqf",27.9078
"P0AEB7","Control","2","lqf",27.8548
"P0AEB7","Control","3","lqf",27.6236
"P0AED0","Ampicillin","1","lqf",32.3572
"P0AED0","Ampicillin","2","lqf",32.2659
"P0AED0","Ampicillin","3","lqf",31.8717
"P0AED0","Cefotaxime","1","lqf",32.4524
"P0AED0","Cefotaxime","2","lqf",31.5806
"P0AED0","Cefotaxime","3","lqf",32.352
"P0AED0","Impipenem","1","lqf",32.4416
"P0AED0","Impipenem","2","lqf",31.7891
"P0AED0","Impipenem","3","lqf",32.0868
"P0AED0","Ciprofloxacin","1","lqf",31.4247
"P0AED0","Ciprofloxacin","2","lqf",31.9422
"P0AED0","Ciprofloxacin","3","lqf",30.4427
"P0AED0","Control","1","lqf",31.8388
"P0AED0","Control","2","lqf",31.7128
"P0AED0","Control","3","lqf",32.0189
"P0AEE1","Ampicillin","1","lqf",24.5686
"P0AEE1","Ampicillin","2","lqf",25.1039
"P0AEE1","Ampicillin","3","lqf",25.7148
"P0AEE1","Cefotaxime","1","lqf",24.6089
"P0AEE1","Cefotaxime","2","lqf",24.4783
"P0AEE1","Cefotaxime","3","lqf",24.462
"P0AEE1","Impipenem","1","lqf",25.0047
"P0AEE1","Impipenem","2","lqf",24.261
"P0AEE1","Impipenem","3","lqf",24.3711
"P0AEE1","Ciprofloxacin","1","lqf",24.347
"P0AEE1","Ciprofloxacin","2","lqf",24.4372
"P0AEE1","Ciprofloxacin","3","lqf",23.6256
"P0AEE1","Control","1","lqf",23.8522
"P0AEE1","Control","2","lqf",24.5315
"P0AEE1","Control","3","lqf",24.771
"P0AEE5","Ampicillin","1","lqf",33.9838
"P0AEE5","Ampicillin","2","lqf",33.7275
"P0AEE5","Ampicillin","3","lqf",34.6053
"P0AEE5","Cefotaxime","1","lqf",33.2062
"P0AEE5","Cefotaxime","2","lqf",33.9329
"P0AEE5","Cefotaxime","3","lqf",33.2542
"P0AEE5","Impipenem","1","lqf",34.0195
"P0AEE5","Impipenem","2","lqf",34.165
"P0AEE5","Impipenem","3","lqf",33.9913
"P0AEE5","Ciprofloxacin","1","lqf",33.4824
"P0AEE5","Ciprofloxacin","2","lqf",34.1215
"P0AEE5","Ciprofloxacin","3","lqf",34.3978
"P0AEE5","Control","1","lqf",33.5799
"P0AEE5","Control","2","lqf",33.6865
"P0AEE5","Control","3","lqf",33.5574
"P0AEG6","Ampicillin","1","lqf",26.8261
"P0AEG6","Ampicillin","2","lqf",27.2654
"P0AEG6","Ampicillin","3","lqf",27.9731
"P0AEG6","Cefotaxime","1","lqf",27.7819
"P0AEG6","Cefotaxime","2","lqf",24.824
"P0AEG6","Cefotaxime","3","lqf",27.4249
"P0AEG6","Impipenem","1","lqf",27.5642
"P0AEG6","Impipenem","2","lqf",27.3442
"P0AEG6","Impipenem","3","lqf",27.9545
"P0AEG6","Ciprofloxacin","1","lqf",27.0282
"P0AEG6","Ciprofloxacin","2","lqf",23.8293
"P0AEG6","Ciprofloxacin","3","lqf",27.4885
"P0AEG6","Control","1","lqf",27.5582
"P0AEG6","Control","2","lqf",27.2773
"P0AEG6","Control","3","lqf",26.8879
"P0AEH5","Ampicillin","1","lqf",26.236
"P0AEH5","Ampicillin","2","lqf",24.0938
"P0AEH5","Ampicillin","3","lqf",24.8465
"P0AEH5","Cefotaxime","1","lqf",24.9529
"P0AEH5","Cefotaxime","2","lqf",26.4767
"P0AEH5","Cefotaxime","3","lqf",25.2426
"P0AEH5","Impipenem","1","lqf",25.5266
"P0AEH5","Impipenem","2","lqf",23.8755
"P0AEH5","Impipenem","3","lqf",24.9388
"P0AEH5","Ciprofloxacin","1","lqf",24.2914
"P0AEH5","Ciprofloxacin","2","lqf",25.4111
"P0AEH5","Ciprofloxacin","3","lqf",23.035
"P0AEH5","Control","1","lqf",24.0939
"P0AEH5","Control","2","lqf",24.3831
"P0AEH5","Control","3","lqf",26.225
"P0AEI1","Ampicillin","1","lqf",27.3608
"P0AEI1","Ampicillin","2","lqf",27.5617
"P0AEI1","Ampicillin","3","lqf",26.9711
"P0AEI1","Cefotaxime","1","lqf",28.0531
"P0AEI1","Cefotaxime","2","lqf",27.2891
"P0AEI1","Cefotaxime","3","lqf",27.9154
"P0AEI1","Impipenem","1","lqf",27.4416
"P0AEI1","Impipenem","2","lqf",27.7861
"P0AEI1","Impipenem","3","lqf",28.1832
"P0AEI1","Ciprofloxacin","1","lqf",28.3727
"P0AEI1","Ciprofloxacin","2","lqf",27.4046
"P0AEI1","Ciprofloxacin","3","lqf",27.6014
"P0AEI1","Control","1","lqf",26.9646
"P0AEI1","Control","2","lqf",27.0327
"P0AEI1","Control","3","lqf",27.5608
"P0AEI4","Ampicillin","1","lqf",24.0608
"P0AEI4","Ampicillin","2","lqf",24.1073
"P0AEI4","Ampicillin","3","lqf",24.7578
"P0AEI4","Cefotaxime","1","lqf",23.6063
"P0AEI4","Cefotaxime","2","lqf",24.3179
"P0AEI4","Cefotaxime","3","lqf",24.5066
"P0AEI4","Impipenem","1","lqf",24.5439
"P0AEI4","Impipenem","2","lqf",24.3533
"P0AEI4","Impipenem","3","lqf",23.622
"P0AEI4","Ciprofloxacin","1","lqf",25.8637
"P0AEI4","Ciprofloxacin","2","lqf",25.3311
"P0AEI4","Ciprofloxacin","3","lqf",25.551
"P0AEI4","Control","1","lqf",23.1995
"P0AEI4","Control","2","lqf",23.407
"P0AEI4","Control","3","lqf",23.5591
"P0AEK2","Ampicillin","1","lqf",30.8152
"P0AEK2","Ampicillin","2","lqf",30.1301
"P0AEK2","Ampicillin","3","lqf",30.3934
"P0AEK2","Cefotaxime","1","lqf",29.8976
"P0AEK2","Cefotaxime","2","lqf",29.3943
"P0AEK2","Cefotaxime","3","lqf",29.5785
"P0AEK2","Impipenem","1","lqf",29.7674
"P0AEK2","Impipenem","2","lqf",29.478
"P0AEK2","Impipenem","3","lqf",28.9743
"P0AEK2","Ciprofloxacin","1","lqf",30.0966
"P0AEK2","Ciprofloxacin","2","lqf",29.8712
"P0AEK2","Ciprofloxacin","3","lqf",29.8547
"P0AEK2","Control","1","lqf",29.8343
"P0AEK2","Control","2","lqf",30.1131
"P0AEK2","Control","3","lqf",29.9107
"P0AEK4","Ampicillin","1","lqf",29.4966
"P0AEK4","Ampicillin","2","lqf",30.2395
"P0AEK4","Ampicillin","3","lqf",28.9083
"P0AEK4","Cefotaxime","1","lqf",29.6639
"P0AEK4","Cefotaxime","2","lqf",28.226
"P0AEK4","Cefotaxime","3","lqf",29.1346
"P0AEK4","Impipenem","1","lqf",29.992
"P0AEK4","Impipenem","2","lqf",29.9916
"P0AEK4","Impipenem","3","lqf",28.307
"P0AEK4","Ciprofloxacin","1","lqf",29.9787
"P0AEK4","Ciprofloxacin","2","lqf",29.8075
"P0AEK4","Ciprofloxacin","3","lqf",29.8964
"P0AEK4","Control","1","lqf",29.826
"P0AEK4","Control","2","lqf",30.0215
"P0AEK4","Control","3","lqf",30.2723
"P0AEM9","Ampicillin","1","lqf",29.1274
"P0AEM9","Ampicillin","2","lqf",24.8477
"P0AEM9","Ampicillin","3","lqf",30.1294
"P0AEM9","Cefotaxime","1","lqf",27.6026
"P0AEM9","Cefotaxime","2","lqf",30.2815
"P0AEM9","Cefotaxime","3","lqf",28.3418
"P0AEM9","Impipenem","1","lqf",27.0737
"P0AEM9","Impipenem","2","lqf",26.976
"P0AEM9","Impipenem","3","lqf",29.8255
"P0AEM9","Ciprofloxacin","1","lqf",27.7043
"P0AEM9","Ciprofloxacin","2","lqf",24.8324
"P0AEM9","Ciprofloxacin","3","lqf",24.2646
"P0AEM9","Control","1","lqf",26.7159
"P0AEM9","Control","2","lqf",26.5769
"P0AEM9","Control","3","lqf",27.4878
"P0AEN1","Ampicillin","1","lqf",26.0649
"P0AEN1","Ampicillin","2","lqf",25.5563
"P0AEN1","Ampicillin","3","lqf",24.2309
"P0AEN1","Cefotaxime","1","lqf",26.3431
"P0AEN1","Cefotaxime","2","lqf",24.8992
"P0AEN1","Cefotaxime","3","lqf",23.7899
"P0AEN1","Impipenem","1","lqf",26.6127
"P0AEN1","Impipenem","2","lqf",27.0674
"P0AEN1","Impipenem","3","lqf",26.6559
"P0AEN1","Ciprofloxacin","1","lqf",26.1769
"P0AEN1","Ciprofloxacin","2","lqf",25.4355
"P0AEN1","Ciprofloxacin","3","lqf",25.8433
"P0AEN1","Control","1","lqf",27.0316
"P0AEN1","Control","2","lqf",25.9351
"P0AEN1","Control","3","lqf",26.7218
"P0AEN8","Ampicillin","1","lqf",26.1949
"P0AEN8","Ampicillin","2","lqf",26.7995
"P0AEN8","Ampicillin","3","lqf",23.746
"P0AEN8","Cefotaxime","1","lqf",27.0657
"P0AEN8","Cefotaxime","2","lqf",23.9551
"P0AEN8","Cefotaxime","3","lqf",26.9229
"P0AEN8","Impipenem","1","lqf",27.658
"P0AEN8","Impipenem","2","lqf",27.1051
"P0AEN8","Impipenem","3","lqf",24.118
"P0AEN8","Ciprofloxacin","1","lqf",26.4045
"P0AEN8","Ciprofloxacin","2","lqf",26.3951
"P0AEN8","Ciprofloxacin","3","lqf",23.62
"P0AEN8","Control","1","lqf",27.0823
"P0AEN8","Control","2","lqf",26.1127
"P0AEN8","Control","3","lqf",27.3258
"P0AEP3","Ampicillin","1","lqf",28.74
"P0AEP3","Ampicillin","2","lqf",28.4026
"P0AEP3","Ampicillin","3","lqf",28.7761
"P0AEP3","Cefotaxime","1","lqf",28.9015
"P0AEP3","Cefotaxime","2","lqf",28.9254
"P0AEP3","Cefotaxime","3","lqf",28.7734
"P0AEP3","Impipenem","1","lqf",28.7418
"P0AEP3","Impipenem","2","lqf",28.3455
"P0AEP3","Impipenem","3","lqf",28.3387
"P0AEP3","Ciprofloxacin","1","lqf",28.6883
"P0AEP3","Ciprofloxacin","2","lqf",28.8342
"P0AEP3","Ciprofloxacin","3","lqf",28.6502
"P0AEP3","Control","1","lqf",28.6642
"P0AEP3","Control","2","lqf",28.5683
"P0AEP3","Control","3","lqf",28.8899
"P0AEQ1","Ampicillin","1","lqf",23.917
"P0AEQ1","Ampicillin","2","lqf",23.5116
"P0AEQ1","Ampicillin","3","lqf",27.1368
"P0AEQ1","Cefotaxime","1","lqf",25.8968
"P0AEQ1","Cefotaxime","2","lqf",24.7343
"P0AEQ1","Cefotaxime","3","lqf",26.997
"P0AEQ1","Impipenem","1","lqf",23.6603
"P0AEQ1","Impipenem","2","lqf",27.9267
"P0AEQ1","Impipenem","3","lqf",26.923
"P0AEQ1","Ciprofloxacin","1","lqf",26.9535
"P0AEQ1","Ciprofloxacin","2","lqf",27.4139
"P0AEQ1","Ciprofloxacin","3","lqf",26.6656
"P0AEQ1","Control","1","lqf",26.1188
"P0AEQ1","Control","2","lqf",24.3234
"P0AEQ1","Control","3","lqf",26.3292
"P0AEQ3","Ampicillin","1","lqf",31.8997
"P0AEQ3","Ampicillin","2","lqf",31.6056
"P0AEQ3","Ampicillin","3","lqf",32.1233
"P0AEQ3","Cefotaxime","1","lqf",31.4488
"P0AEQ3","Cefotaxime","2","lqf",32.1838
"P0AEQ3","Cefotaxime","3","lqf",31.5545
"P0AEQ3","Impipenem","1","lqf",31.4583
"P0AEQ3","Impipenem","2","lqf",31.2463
"P0AEQ3","Impipenem","3","lqf",31.7593
"P0AEQ3","Ciprofloxacin","1","lqf",30.2643
"P0AEQ3","Ciprofloxacin","2","lqf",31.4237
"P0AEQ3","Ciprofloxacin","3","lqf",31.3088
"P0AEQ3","Control","1","lqf",31.3007
"P0AEQ3","Control","2","lqf",31.5317
